Skill:mapping
Dagger 2:Android
Kotlin:Java
Angular:JavaScript
Java 8:Java
TestLink:Testing
Java:Java
Selenium WebDriver:Testing
DDD:-
SDLC:-
Scrum:Project Manager
Testing:Testing
Mobile App Testing:Mobile
Manual Testing:Testing
Ruby on Rails:Ruby
Rails:Ruby
Ruby:Ruby
PHP:PHP
WordPress:PHP
HTML5 / CSS3:Web
Angular 2+:JavaScript
Hibernate 5:Java
Spring 4:Java
java8:Java
Jenkins:Git
OpenShift:-
EKS/AKS:-
CI/CD:-
Unix:DevOps
iOS:iOS
Swift:iOS
SQL:Database
Microsoft Azure:Cloud
Cloud Computing:Cloud
IT Security:IT
Git:Git
XCode:iOS
Python:Python
JavaScript:JavaScript
.Net:.NET
JS/jQuery:JavaScript
HTML / CSS:Web
Vue.js:JavaScript
JIRA:Git
Continuous Integration:DevOps
Maven:Java
Spring:Java
Oracle SQL:Database
Ansible:DevOps
TypeScript:JavaScript
ETL:-
English:Common
Axure RP:-
Adobe XD:Design
C#:C++
Selenium:Testing
React Native:JavaScript
GitHub:Git
Angielski:Common
Magento 2:-
JBoss:-
Terraform:DevOps
Kubernetes:DevOps
Cloud:Cloud
Laravel:-
Django Rest Framework:Python
Django:Python
AWS:Cloud
Keras:-
HTML5:Web
CSS3:Front-end
Product Management:Project Manager
Spring Boot:Java
Kafka:Data Science
Java 8/11:Java
JSON:Developer
Test Cases:Testing
Java EE:Java
People Management:Project Manager
Symfony:PHP
PHP 7:PHP
Hibernate:Java
PostgreSQL:Database
Node.js:JavaScript
REST API:REST API
ASP.NET MVC:.NET
.NET Core:.NET
Docker:DevOps
React:JavaScript
CocoaPods:iOS
IT Support:IT
AngularJS:JavaScript
DevOps:DevOps
Scala:Scala
Webpack:JavaScript
Vue:JavaScript
Android SDK:Android
Android:Android
Linux:DevOps
C++ 14:C++
C++11:C++
TDD:-
Java 11:Java
Office 365:Consultant
Agile:Scrum master
JS:JavaScript
Relational Databases:Database
OpenCV:Python
C++:C++
REST:REST API
Communication Skills:Soft Skills
Bash:Shell Scripting
Analytical Thinking:Soft Skills
Web Application Testing:Testing
Machine Learning:Data Science
Golang:Golang
C:C++
Magento:-
Redux:JavaScript
UI:Design
UX:Design
Microservice Architecture:Backend
jQuery:JavaScript
.NET C#:.NET
Automated Testing:Testing
API:REST API
Visual Studio:.NET
HTML:Web
Objective-C:iOS
ReactJS:JavaScript
Redux / Mobx:JavaScript
MySQL / PostgreSQL:Database
Active Directory:-
Project Management:Project Manager
T-SQL:SQL
SSIS:-
MS SQL Server:Database
RWD:Design
Java 8+:Java
ECMAScript 6:JavaScript
MySQL:Database
JVM:Java
Angular 5+:JavaScript
Unity 3D:Games
Entity Framework:.NET
Software Architecture:Software engineering
JUnit:Java
MongoDB:Database
Mobile Apps:Mobile
MS SQL:Database
Elasticsearch:-
Java SE:Java
CD:-
CI:-
Microsoft Visual Studio:.NET
JS ES6:JavaScript
Test Automation:Testing
Oracle:Database
RxSwift:iOS
Perl:Perl
OOP:Software engineering
MS Azure:Cloud
Blockchain:Blockchain
WebService:-
XML:XML
HTML/CSS:Web
Polish:Common
Microservices:Backend
Linq:.NET
Network Protocols:Network
Scrum Master:Project Manager
Mobile:Mobile
MVVM:Mobile
ASP.NET:.NET
ASP.NET Web API:.NET
Spark:-
Hadoop:-
WPF:.NET
Databases:Database
Python 3:Python
Computer science:Software engineering
Mobile Development:Mobile
ASP.NET Core MVC:.NET
UML:Software engineering
PostreSQL:Database
Flask:Python
UX Design:Design
Phoenix:-
Elixir:Erlang
Web Applications:Cloud
SIEM:-
Powershell:Shell Scripting
Big Data:Data Science
.Net Framework:.NET
Oracle DB:Database
Angular 4+:JavaScript
UI Design:Design
Hive:-
Angular 7:JavaScript
PM:Project Manager
ERP:-
Symfony 3:PHP
Shell:Shell Scripting
CSS:Front-end
javascript/html/css:JavaScript
Angular / React:JavaScript
Angular / React / Vue:JavaScript
Node.js Express:JavaScript
ISE:-
Cybersecurity:DevOps
HTML 5:Web
Cucumber:-
TestNG:Testing
Test planning:Testing
Test coverage:Testing
Agile / Scrum:Scrum master
PL/SQL:Database
Python / Django:Python
Mcafee:-
QRadar:-
Android Studio:Android
Oracle Forms:Database
Shell Scripting:Shell Scripting
Redis:Backend
Angular 8:JavaScript
Unit Testing:Games
Go:Golang
SAP:SAP
NoSQL:Database
Azure:Cloud
CSS / HTML:Front-end
Symfony 4:PHP
Apache:DevOps
Qt:Python
QA:Project Manager
WCF:-
Tomcat:DevOps
MsSQL:Database
Writing Test Scenarios:Testing
Amazon AWS:Cloud
iOS SDK:iOS
Sketch:Design
Communication:Soft Skills
Power BI:-
BPMN:-
Rust:Rust
GCP:-
SQL Server:Database
JEE:Java
Amazon Web Services:Cloud
PHP 7.x:PHP
R:R
Agile/Scrum:Scrum master
iOS Platform:iOS
JavaScript (ES6+):JavaScript
Nginx:Network
UXPin:Design
Product design:Software engineering
Spring Framework:Java
Network:Network
InVision:Design
SoapUI:API
Security:DevOps
JavaScript (OOP/ES6):JavaScript
Code Review:Software engineering
DWH:-
MS Office:Consultant
MS Excel:Consultant
ES6:JavaScript
GitLab:Git
Spring Cloud:Java
Kanban:Scrum master
Clean Code:Developer
Design Patterns:Software engineering
Informatica Powercenter:-
unit tests:Testing
Apache Cordova:DevOps
MVC:PHP
J2EE:Java
Cocoa Touch:iOS
SASS:-
Linux / Unix:DevOps
Teamwork:Soft Skills
Data Science:Data Science
RAC:Database
Web API:-
HTML5/CSS3:Web
Adobe Photoshop:Design
JavaScript / TypeScript:JavaScript
Illustrator:Design
CI / CD:-
Solid:-
Confluence:-
Spring 5:Java
web/network security:DevOps
Express.js:JavaScript
RESTful:REST API
HTTP:Web
Redmine:Project Manager
CSS preprocessors:Front-end
Testing Mobile Apps:Testing
Azure DevOps:Cloud
Architecture:Software engineering
RESTful API:REST API
Java Swing:Java
JMeter:Java
Microsoft Azure Cloud:Cloud
Zeplin:Data Science
Windows:DevOps
Management:Project Manager
ASP.NET Core:.NET
RxJava:Java
